Table S2: differentially regulated genes (DEGs) between mouse GP1 and GP2 clusters;;;;;;
;;;;;;
Gene;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
FAM185A;0,109678539;-0,139176742;0,400308143;0,122460049;0,902534684;
LSS;0,322653119;-0,13922628;0,334265332;-0,090859771;0,927604016;0,967149404
0610010F05RIK;0,278022838;-0,139327383;0,325187805;0,020480849;0,983659789;
ZFAT;0,289166676;-0,139402493;0,309547281;-0,049134183;0,960812362;
MT-CO1;52,24373227;-0,139580406;0,072743108;-1,9688396;0,048971513;0,147746984
DENND1A;3,280103155;-0,139588614;0,15976468;-1,037382886;0,299557451;0,502079592
LAMC2;0,233520879;-0,139630867;0,393033;-0,667278607;0,504594189;
PDSS2;0,65439355;-0,139709029;0,26633711;-0,717286248;0,473197491;0,665346947
CCNT1;1,299625238;-0,139775615;0,215057802;-1,00326914;0,315731021;0,51996848
HACD3;0,311353273;-0,139825489;0,319649403;0,080755398;0,935636479;0,97084619
RPSA;20,17323767;-0,140337199;0,056139584;-2,536524783;0,011195882;0,047767045
TFCP2;0,33325121;-0,140525248;0,303082644;0,025990989;0,979264526;0,991098241
PLA2G6;0,070876224;-0,140561138;0,413937044;0,146575906;0,883466772;
FNIP2;1,282233942;-0,140797546;0,216680225;-0,967512359;0,333287966;0,536078927
IPO5;0,9928311;-0,140801979;0,212087183;-0,788443263;0,430437473;0,63212236
KIZ;0,544045619;-0,140803757;0,252219309;-0,542798564;0,587268502;0,753929217
CDK10;0,113453665;-0,140907503;0,401662737;0,15101335;0,879965185;
MTCH2;0,481918512;-0,140974488;0,26960028;-0,285490241;0,77526858;0,881100044
METTL25;0,272923876;-0,140977893;0,351510589;0,086235671;0,931279075;
BRIX1;0,531897995;-0,141126988;0,242978412;-0,52194886;0,601705938;0,76534645
ZDHHC2;0,475627006;-0,141209784;0,300334435;-0,434996199;0,663565187;0,809758596
M1AP;0,287250553;-0,1412197;0,353610304;-0,096742632;0,922930783;
FAM155A;0,088034872;-0,141641477;0,393783356;-0,066905709;0,946656768;
CCPG1OS;0,090956582;-0,141823115;0,412193617;0,150866228;0,880081242;
NT5C3;0,455449954;-0,141857838;0,278713794;-0,372456438;0,70955304;0,841975833
PUM2;2,489837767;-0,141913173;0,154999875;-1,056120085;0,290913355;0,491555127
ZFP317;0,20560542;-0,142055505;0,340421085;0,100837819;0,919679204;
ADAT1;0,099217615;-0,142072323;0,409879379;0,126693105;0,899183304;
RAD18;0,362069554;-0,142204677;0,374871531;-0,375711807;0,707131159;0,840842764
NAB1;0,670709199;-0,142356383;0,261825696;-0,65162573;0,514642645;0,696572216
MDM2;1,182972519;-0,142359226;0,219377558;-0,828540795;0,407364302;0,608890048
LMBR1L;0,297609318;-0,142382741;0,323895909;0,037341489;0,970212725;
GM14698;0,060354052;-0,142428019;0,414592968;0,126021367;0,899715011;
RAMAC;0,461932644;-0,142434878;0,236553378;-0,404815366;0,685613233;0,82477781
RPL7;15,44583582;-0,142438789;0,056855828;-2,546469403;0,010881875;0,046651627
PRKCI;0,423087196;-0,142700577;0,286386187;-0,305363104;0,760089619;0,871375923
EIF2S1;0,499720068;-0,142721267;0,234155791;-0,48052376;0,630855012;0,785344957
ACAA1A;0,480830153;-0,142751715;0,254007927;-0,40392703;0,686266379;0,825220044
SPPL2B;0,219916309;-0,142844737;0,326692813;0,123687902;0,901562391;
OXA1L;0,168920439;-0,142849796;0,362405286;0,212764998;0,831510266;
SOGA1;0,71251732;-0,142927076;0,276157842;-0,699417455;0,484291183;0,674797051
ZFP65;0,114361814;-0,142940698;0,415800907;0,167194352;0,867217128;
APTX;0,171485652;-0,143184402;0,366982402;0,235719427;0,813650394;
AIF1L;0,094744574;-0,143244268;0,408887462;0,162486523;0,87092274;
KLHL12;0,432870382;-0,143255398;0,297181084;-0,106100395;0,915502698;0,962773448
NKTR;2,979348567;-0,14330799;0,148571592;-1,125930018;0,260195142;0,457754807
DNAJB2;0,494305518;-0,143462048;0,243619747;-0,470043497;0,638323942;0,790801833
MED15;0,674721879;-0,143536389;0,232744235;-0,704042094;0,48140656;0,672589852
COTL1;0,174149719;-0,143727255;0,392823054;0,043011136;0,965692657;
KCTD2;0,280412393;-0,143787607;0,304670623;0,02325797;0,981444498;
TRAF3IP2;0,149985958;-0,143925358;0,40153973;0,162671581;0,870777024;
SPEN;0,751597257;-0,144035256;0,244390822;-0,715673707;0,47419285;0,665980913
RPS20;26,69356385;-0,144157469;0,054520445;-2,677609174;0,007414968;0,034328821
ERLIN1;0,17876957;-0,144244043;0,390825864;0,068004944;0,945781699;
FUBP3;0,429224761;-0,144398788;0,244033008;-0,389638314;0,696804016;0,833695406
9030624G23RIK;0,121250336;-0,144410523;0,408412522;0,115349166;0,90816837;
IKZF2;0,163833233;-0,144562034;0,412463621;-0,076107205;0,939333808;
SEMA4B;0,075951659;-0,144563563;0,414586708;0,124646295;0,900803576;
COL11A1;106,4864237;-0,144574708;0,078624805;-1,910218559;0,056105079;0,163014382
PPP4R1;1,102807339;-0,144694946;0,229935556;-0,946821878;0,343729551;0,547780393
RBM45;0,130893301;-0,144869689;0,402882784;-0,021739312;0,982655905;
GM3448;0,341654589;-0,145382458;0,309079909;-0,092766104;0,92608938;0,966868442
CTDSPL;3,790950447;-0,145399338;0,14720626;-1,133136048;0,257157125;0,454210993
ZFP871;0,814194502;-0,145762074;0,209000436;-0,813867993;0,415720578;0,617221853
LYSMD3;0,727375321;-0,145849054;0,239637274;-0,751617261;0,45228126;0,650557645
WDR74;0,194712546;-0,145899776;0,345060264;0,138851118;0,889567799;
NCAPH2;0,479735786;-0,145908046;0,252910136;-0,430020785;0,667180521;0,812013723
TMCC2;0,244768247;-0,145948615;0,382094497;-0,136063137;0,891771369;
SRR;0,124877266;-0,145957215;0,396013665;0,150624153;0,880272207;
FKBP5;0,545337522;-0,146021694;0,311905537;-0,339778207;0,734023561;0,856248233
HSPA9;1,499657352;-0,146069882;0,181964825;-0,982689002;0,325760525;0,52822354
CHD9;4,943671404;-0,146230395;0,1367865;-1,203973918;0,22859966;0,420136416
SLC1A1;0,219219015;-0,146304824;0,389677534;-0,166638189;0,867654743;
UHRF1BP1L;1,379540473;-0,146309823;0,235192523;-1,082458207;0,279048976;0,479516526
SPTY2D1;0,828913361;-0,146430756;0,225246147;-0,844351506;0,398473012;0,600555916
RBM43;0,114259949;-0,146671386;0,416355446;0,140374889;0,888363797;
RHBDD3;0,184979276;-0,146707248;0,376456857;0,120951009;0,903729839;
TEAD3;0,129650454;-0,146832494;0,395409423;0,170962236;0,864253459;
TMEM132B;0,110128196;-0,146834556;0,417268251;0,080417865;0,935904919;
COX7A2L;1,657350211;-0,146973457;0,146316546;-1,112298013;0,266010038;0,464094451
TCERG1;1,019664769;-0,147068613;0,204071081;-0,899946376;0,368148788;0,572315729
DAAM1;2,018059329;-0,147140326;0,214921302;-0,956649979;0,338743953;0,542199804
NME5;0,089520435;-0,14771268;0,413214281;0,064211399;0,948801901;
KXD1;0,252474962;-0,147740049;0,318686844;0,117089651;0,906789011;
SMARCC1;1,275699682;-0,147775646;0,187634945;-0,948737878;0,342753944;0,546846947
INTS2;0,316812499;-0,147953829;0,34195385;-0,051392822;0,959012504;0,982617737
RPS25;12,0120953;-0,148050575;0,062752287;-2,402980544;0,016262053;0,064058257
RPP38;0,143744036;-0,148088698;0,394708392;0,187329335;0,851402424;
RIOK2;0,457619113;-0,148152044;0,282711798;-0,264719296;0,791225712;0,89063731
BMI1;0,279720392;-0,148224897;0,312740164;-0,010771386;0,991405843;
JRKL;0,151139909;-0,148311154;0,391135166;0,108319418;0,91374232;
FXYD7;0,141845214;-0,148328474;0,409963175;-0,0609527;0,951396879;
CFAP47;0,132063389;-0,14834925;0,410811089;-0,096109493;0,923433612;
YTHDF3;1,434086696;-0,148626534;0,172927591;-1,00555124;0,314631489;0,519121065
CRYZL2;0,090179876;-0,148837237;0,415744491;0,141305596;0,887628529;
KLHL21;0,530545088;-0,148913789;0,278192776;-0,467008614;0,640493715;0,792033666
AKAP10;0,451763886;-0,149121587;0,274134438;-0,319021655;0,749710091;0,867015218
GRAMD4;0,311213516;-0,149240349;0,300451336;-0,072224335;0,942423379;0,973612844
PCMTD1;1,12141587;-0,149497571;0,194896865;-0,917022285;0,359130963;0,56379114
ARXES2;0,312823764;-0,149594928;0,292299825;-0,13223075;0,89480178;0,951583816
DNAJC27;0,14549684;-0,149728703;0,390327426;0,113152471;0,909909676;
PPFIA1;0,548110841;-0,149757914;0,257574625;-0,517714923;0,604657184;0,767073364
AKAP6;0,225240003;-0,1498932;0,414369716;-0,208115234;0,835138993;
PRKRA;0,275433278;-0,149904739;0,301174707;0,113553358;0,909591863;
FMN1;1,53052572;-0,149918155;0,26269751;-0,906286827;0,364784056;0,569499511
TMEM267;0,112727247;-0,149945928;0,413468782;0,070988497;0,94340691;
DENND4B;0,087188672;-0,149954082;0,417591159;0,139595517;0,888979583;
BLOC1S2;0,114138658;-0,149956296;0,405643363;0,165717126;0,868379568;
MGMT;0,12250549;-0,150244474;0,410712466;0,005869098;0,995317164;
CEP97;0,135628219;-0,150554657;0,386666931;0,15630464;0,875792899;
NIPSNAP2;0,573508801;-0,150669616;0,23188981;-0,623166926;0,533174834;0,71166353
LSM10;0,118144854;-0,150734557;0,415808261;0,204736358;0,837778112;
02-Mar;0,42613571;-0,150786947;0,263071007;-0,338740822;0,734804985;0,856720827
LENG9;0,172546525;-0,150812295;0,385171497;0,198486853;0,84266417;
IL6;0,162985337;-0,150878446;0,40352624;-0,452350242;0,651016687;
IRF9;0,3065875;-0,150892072;0,329626387;-0,092268624;0,926484617;0,966956055
CCT6A;1,67275957;-0,150984897;0,151545004;-1,116400677;0,264250664;0,462171035
RPL8;14,43809532;-0,151066004;0,054334253;-2,812055748;0,004922597;0,024601105
MCM4;0,333643131;-0,151108147;0,320129076;-0,193040487;0,84692726;0,923453704
MGAT4B;0,199821555;-0,151298565;0,347842063;0,193983633;0,846188698;
MZT1;0,733482193;-0,151327825;0,227766086;-0,760699548;0,446836545;0,645824859
RORA;15,81592961;-0,151421402;0,158325697;-1,132122234;0,257583048;0,454490315
DDX19B;0,147947369;-0,151503481;0,384013551;0,138977765;0,889467719;
ARL15;2,904981809;-0,151658976;0,194521001;-1,05389153;0,291932581;0,492928838
SMARCD2;0,283635662;-0,151670005;0,319498254;0,012913896;0,989696488;
CDK19;0,64890213;-0,151815038;0,306133815;-0,789519751;0,42980829;0,631347623
N4BP2L2;1,513416395;-0,151898528;0,195363129;-0,974719394;0,32969947;0,532110446
DNAL4;0,180057293;-0,152018143;0,370850935;0,123831815;0,901448441;
RSPRY1;0,8742075;-0,152106906;0,214557785;-0,845808215;0,397659742;0,599869431
NDP;0,139359663;-0,152227821;0,414066463;0,03658165;0,970818575;
LAGE3;0,475412525;-0,152247504;0,246872074;-0,491238545;0,62325774;0,779636947
AVL9;0,489412966;-0,152403085;0,296651834;-0,510658547;0,609590172;0,771394204
DTD2;0,194826562;-0,152415361;0,363037779;0,154516505;0,877202498;
CNNM2;0,763021559;-0,152469924;0,286910833;-0,736474961;0,4614417;0,657901272
PARP11;0,148907869;-0,152639661;0,390284155;0,124266262;0,901104459;
MEGF8;0,285253886;-0,152679429;0,307951168;0,063476922;0,949386736;
NPHP4;0,113657897;-0,152786496;0,410110403;0,052340054;0,958257738;
RMDN3;0,125559728;-0,152863846;0,408213345;0,209119838;0,834354689;
PIK3CD;0,133649436;-0,15316914;0,407266264;0,110558406;0,911966532;
PRORP;0,147499098;-0,153206975;0,386693826;0,110410485;0,912083838;
SLC2A3;0,099598063;-0,153303807;0,418678118;0,007104876;0,994331177;
EMB;4,080245503;-0,153322406;0,229126582;-0,911646726;0,361954717;0,566253379
FAM199X;0,262291615;-0,153465652;0,317166265;-0,087812353;0,930025819;
DAAM2;1,338859401;-0,153621847;0,22683249;-0,913397249;0,361033652;0,565349394
RLIM;2,219074708;-0,153731696;0,20692733;-0,989312171;0,322510431;0,525284425
PHTF1;0,532728601;-0,153922233;0,251078221;-0,526940187;0,598235126;0,762774343
ALAD;0,234005562;-0,154081693;0,344102077;0,027995407;0,977665814;
TPP1;0,346538466;-0,154110868;0,288596082;-0,112536742;0,910397839;0,960168315
TASOR2;0,863388974;-0,154310644;0,225208547;-0,848966563;0,395899899;0,59837717
KLHL32;0,096230529;-0,154328366;0,424035849;0,157140709;0,875133955;
YEATS2;0,759650149;-0,154346648;0,232638176;-0,789561302;0,429784016;0,631347623
CALML3;3,335978447;-0,154411699;0,194994362;-0,976090114;0,32901981;0,531297183
GM5617;0,432744611;-0,154438025;0,269820322;-0,319032265;0,749702046;0,867015218
PRPF40B;0,152699716;-0,154455724;0,38592716;0,155840987;0,876158362;
ZKSCAN8;0,146541367;-0,154715801;0,393244512;0,182339426;0,85531636;
NSA2;2,008952803;-0,154724106;0,134590484;-1,259295096;0,207923764;0,395859346
CCM2;0,592951109;-0,154761147;0,256750137;-0,577240445;0,563777038;0,736836306
ADGRL3;0,131909805;-0,154762351;0,418281937;-0,082367121;0,934354781;
RPL10A;9,367463243;-0,154838723;0,068722949;-2,307135677;0,021047258;0,077639884
MMS19;0,325756955;-0,154911993;0,31134977;-0,085111583;0,932172682;0,96963441
NCEH1;0,093971893;-0,154916309;0,42104809;0,095174829;0,924175963;
NUTF2;0,278702715;-0,154944231;0,297462164;0,045962638;0,963340029;
GDE1;0,500041101;-0,155022946;0,231538178;-0,51856782;0,604062155;0,767007783
WDR33;1,64653064;-0,155029968;0,198334114;-1,051373504;0,29308708;0,494340739
BTRC;1,058332202;-0,155121559;0,226558761;-0,940185185;0,34712258;0,551489889
PER1;0,628222637;-0,155180509;0,240916893;-0,690056205;0,490158843;0,677691238
RAB3IP;0,132942406;-0,155214495;0,414036558;0,030642079;0,975554984;
RPS21;34,64907814;-0,155512476;0,049517276;-3,174018261;0,001503442;0,009111594
CPT1C;0,284804392;-0,15553374;0,313363458;-0,07757876;0,938163138;
OSGEPL1;0,113322791;-0,155580615;0,423216084;0,099262115;0,920930157;
RDH13;0,129890432;-0,155682096;0,408638793;0,087736441;0,930086156;
MAP3K5;1,555741856;-0,156136034;0,214103011;-0,924885263;0,355025593;0,559467018
DIABLO;0,30048104;-0,156500289;0,302068036;-0,044292556;0,964671205;
GNPAT;0,272500038;-0,156551839;0,326384266;0,004345703;0,996532642;
FAM184A;0,180467756;-0,156775905;0,381523105;0,019151049;0,984720608;
GM10130;0,063886213;-0,156786386;0,423989242;0,140584883;0,888197891;
INKA2;0,078966876;-0,156831911;0,421905322;0,075574653;0,939757503;
IARS;0,680888316;-0,156910629;0,21910631;-0,776518818;0,437442714;0,638799163
DALRD3;0,123708871;-0,157195594;0,407144241;0,061231212;0,951175072;
CD109;3,654001344;-0,157287012;0,196075484;-1,036383734;0,300023156;0,502356832
EPHX1;0,208251953;-0,157349073;0,385683412;0,188832072;0,850224434;
PINX1;0,106831425;-0,157382058;0,41357402;0,152747238;0,878597608;
CSNK1A1;4,416735446;-0,157396682;0,127029063;-1,372019957;0,170057225;0,349375364
BRDT;0,304566938;-0,157504898;0,339285615;-0,195272574;0,845179567;0,923288
TMEM213;0,249112758;-0,157782755;0,410210345;-0,159488594;0,873283944;
TMOD1;0,085562303;-0,157951018;0,419390673;0,01129999;0,990984104;
PIGN;0,706722126;-0,15816278;0,238872426;-0,807462417;0,419400119;0,620756144
CNTN1;0,101034561;-0,158232837;0,420483479;-0,020529403;0,983621057;
HJURP;0,912432829;-0,158323622;0,296387869;-0,983394983;0,325413079;0,528073679
IQCB1;0,534480211;-0,15844517;0,282928505;-0,637515372;0,5237892;0,704586079
RBM18;0,559672717;-0,158618738;0,24232161;-0,644996146;0,518929683;0,700476139
CFAP36;0,92864235;-0,158680606;0,186123315;-0,994485356;0,319986631;0,524752518
CCDC73;0,225096326;-0,158737438;0,348711558;0,09823601;0,921744889;
CAB39L;1,559008719;-0,158793949;0,183277355;-1,035296076;0,300530662;0,502800019
CPEB1;0,202025388;-0,158977878;0,400541324;-0,023007499;0,981644291;
DAND5;0,247969812;-0,159001928;0,380403741;-0,040619965;0,967598867;
WDPCP;0,451326614;-0,159216358;0,310142611;-0,282778612;0,777346551;0,882470171
FBRSL1;0,602644866;-0,159544802;0,242203745;-0,607585443;0,543462458;0,719991271
PUS7;0,175190082;-0,159719229;0,366108407;0,157078169;0,875183243;
TNR;0,073536922;-0,159781055;0,423490169;0,062648093;0,950046732;
ETFA;1,163613634;-0,159812379;0,19213938;-0,99769158;0,318428938;0,523301736
FAR1;1,753043749;-0,159913817;0,200611484;-1,0029254;0,315896856;0,520103703
EXD1;0,083492051;-0,160176993;0,422236292;0,067066447;0,946528805;
VPS37B;1,961933904;-0,160268715;0,213864027;-1,064107712;0,287279908;0,48745774
B230219D22RIK;0,968329093;-0,160350855;0,189913803;-0,993265598;0,320580538;0,524937367
COX10;0,17709005;-0,160697953;0,418585575;-0,063989108;0,948978899;
GTPBP8;0,269859103;-0,160866799;0,328200314;-0,07260673;0,942119071;
PPP1R10;1,135680385;-0,160920215;0,213255032;-0,954465875;0,339847875;0,543406692
SNRNP40;0,349730147;-0,161025643;0,301592454;-0,216811888;0,828354947;0,91301294
OGFOD1;0,358388889;-0,161164812;0,318494915;-0,126220337;0,899557514;0,953592368
TRIM39;0,343585375;-0,161237861;0,311968046;-0,168712639;0,866022677;0,934385619
B3GLCT;0,621014114;-0,161336398;0,25043096;-0,762559022;0,445726431;0,645108369
TOP3B;0,206770046;-0,16158725;0,357440446;0,102548116;0,918321623;
TGIF2;0,318828773;-0,161687606;0,300996836;-0,089018421;0,92906727;0,96802514
GOLGA7;0,601983609;-0,162194924;0,230380918;-0,726726043;0,467393796;0,661378192
KLC4;0,082351425;-0,162269967;0,425553541;0,088031824;0,929851383;
ATR;0,488835927;-0,162331113;0,323035406;-0,629747689;0,528859676;0,708797477
DISC1;0,078323415;-0,162639061;0,42275891;-0,004077609;0,996746547;
RPL10;1,951980154;-0,162667047;0,140686623;-1,289519111;0,197217677;0,383808336
IL13RA1;0,45276759;-0,162688083;0,328631133;-0,498073103;0,618432518;0,777200647
YAE1D1;0,320751293;-0,162699977;0,308360155;-0,158859889;0,873779263;0,940550474
ADPGK;0,600759372;-0,162956056;0,239166962;-0,732978892;0,463571303;0,658896844
AARS;0,763754025;-0,163107664;0,21794719;-0,820518522;0,411920575;0,61392769
WDR4;0,103651247;-0,163111002;0,421092115;0,108515744;0,913586593;
F8A;0,080393263;-0,16316991;0,426192497;0,055703494;0,955578016;
GOT1;0,212026713;-0,163638496;0,359230541;0,079458208;0,936668171;
ZFP516;1,001862556;-0,163874655;0,200799981;-0,980642167;0,326769233;0,529018985
D430041D05RIK;0,213294007;-0,164004702;0,422825929;-0,225584584;0,821524532;
PTX3;0,159861646;-0,164200031;0,40890093;0,081384481;0,935136191;
RBAK;0,131919604;-0,164429681;0,403469839;0,196097737;0,844533667;
R3HCC1;0,228381126;-0,164698939;0,332565044;0,057263166;0,954335561;
TMEM67;0,202615315;-0,164777318;0,385277601;0,101656737;0,919029143;
SMYD3;1,845066579;-0,165056915;0,225737684;-0,961527582;0,336286964;0,539378936
RGS12;0,13037116;-0,165303607;0,420760901;0,068216063;0,945613641;
USP27X;0,100349353;-0,165443522;0,419506087;0,107038728;0,914758255;
PFAS;0,130097911;-0,16546407;0,403029259;0,132565825;0,894536761;
HTRA1;3,165983098;-0,165481362;0,222722196;-1,004574381;0,315101838;0,519451741
ZCCHC10;0,106381996;-0,165536258;0,41495252;0,153402198;0,878081111;
RUFY3;0,496729054;-0,165805635;0,289542786;-0,272225978;0,785448268;0,887612269
RNF111;0,583994045;-0,166377008;0,255535312;-0,593049617;0,553147947;0,72764613
FANCC;1,321346025;-0,166457469;0,242643074;-1,258194212;0,208321528;0,396231883
SPAG7;0,527892623;-0,166828742;0,233561553;-0,643067892;0,520180047;0,701401878
STIP1;0,680378304;-0,167153275;0,228193863;-0,800650404;0,423334062;0,624643989
AU041133;0,089058073;-0,167444499;0,429817592;0,115319089;0,908192208;
KDM5A;1,758612683;-0,167501739;0,186919293;-1,146329673;0,25165877;0,448066574
SAFB2;0,659243195;-0,167611358;0,237997676;-0,743674534;0,457073399;0,654272169
RNF144B;1,266868841;-0,167760888;0,220061135;-1,029501635;0,303244012;0,505976847
PIAS3;0,295598056;-0,168198702;0,300032858;-0,023936159;0,980903532;
NABP1;0,375765654;-0,168489351;0,353675668;-0,565946765;0,571429969;0,742154081
ANKRD28;3,70660112;-0,168577832;0,171141964;-1,174666067;0,24012834;0,435029463
PHC1;0,236687791;-0,168778693;0,354179209;0,113134923;0,909923588;
CENPK;0,199459488;-0,168811444;0,424751418;-0,309115504;0,757233666;
FAM193B;0,306781272;-0,168840681;0,31690793;-0,10051595;0,91993472;0,964007167
TRIM41;0,31019398;-0,168905412;0,30643163;-0,071346343;0,943122113;0,974172691
ENKUR;0,111093531;-0,169350412;0,42849206;0,038689071;0,969138287;
WASHC2;0,323007906;-0,169643144;0,303108761;-0,085796627;0,931628088;0,969392576
GMPS;0,608394045;-0,1700265;0,24634983;-0,735474674;0,462050459;0,658597587
MAOB;0,158430903;-0,170039988;0,399803423;0,092008696;0,92669113;
ZFP280C;0,296970151;-0,17009662;0,340405436;-0,133215452;0,894022991;
STXBP4;0,421958303;-0,170168621;0,307153943;-0,465910118;0,641279838;0,792131707
