param_id,row_index,layer,node_id,parameter,value,value_min,value_max,unit,conditions,species,site,age,sex,source_ref,uncertainty,value_unverified,superseded_model,notes
p_70dc8b1abf,p00726,L1,terminal_cell_shape_modulation,contribution of cell height vs proliferative cell number to MECHANICALLY altered growth rate,1.39 vs 0.72,,,standardised regression coefficient,"rat and cattle vertebral and proximal tibial plates plus rabbit proximal tibia, sustained compression or distraction altering growth rate by up to 53%; final (maximum) chondrocytic height in the hypertrophic zone against number of proliferative chondrocytes per unit width",multiple,,,,stokes2007,"overall correlation coefficients 0.38 (proliferative number) and 0.56 (chondrocytic height). REPLICATES hunziker1989's ranking - cell enlargement contributes more than proliferation - in a DIFFERENT laboratory, a DIFFERENT perturbation (mechanical rather than developmental) and three species. It does not replicate the height/volume dissociation, because only height was measured. UPGRADED IN READING 2026-08-06 (CORR-010): THIS IS A DIRECT, SHAPE-MODEL-FREE MEASUREMENT OF TERMINAL CELL HEIGHT, and it is the largest one that exists. Hypertrophic cell profiles are segmented automatically in 1.5 um sections with the stage rotated to align the growth axis, filtered by form factor > 0.3, with partially sectioned and coalesced cells manually removed; measured profile height is regressed against depth in the zone by a logistic fit and h_max read at the chondro-osseous junction. No spheroid, super-egg or ellipsoid is fitted to the cell. 41 rats, 39 rabbits and 18 calves; 146 paired comparisons for h_max; the control plate is WITHIN THE SAME ANIMAL (contralateral tibia, or adjacent vertebrae); and the growth rate is measured in the same specimen by calcein / xylenol orange double labelling. So the claim written into this atlas on 2026-08-06 - that terminal cell height has never been measured model-free at two growth rates in any species - was WRONG, and this row is why. Residual limits: a 2D profile height still underestimates true cell height unless the cell is cut centrally, and the paired design cancels that only if loading does not itself change cell tilt or column alignment; and only height was measured, so this cannot adjudicate height against volume.",False,False,
p_d61c40330e,p00727,L1,terminal_cell_shape_modulation,correlation of mean hypertrophic cell height with mechanically modulated growth rate,0.41,0.41,0.41,Pearson r,"rat caudal vertebrae, 60% bodyweight compression (n=3) or distraction (n=4) for four weeks; growth 53% and 110% of control respectively. Hypertrophic zone height r=0.69, regression slope of cell height on position r=0.37",rat,,,,stokes2002a,"CUTS AGAINST a pure shape account: the authors state the percentage changes in chondrocyte dimensions were SMALLER than the percentage changes in growth velocity, so under mechanical loading cell height does NOT fully account for the growth change - unlike hunziker1989's physiological comparison, where +23% height carried +20% growth almost exactly. Effects were also larger for compression than distraction, i.e. asymmetric.",False,False,
p_038a6186a3,p00728,L1,terminal_cell_shape_modulation,hypertrophic phase duration under pharmacological rescue,6 -> 4 -> 2.8,,,days,"hypophysectomised rat, untreated then infused with IGF-I then with GH",rat,,,,hunziker1994,"DIRECTLY QUALIFIES the invariance recorded from hunziker1989. Hypertrophic phase duration is constant at 45-51 h across PHYSIOLOGICAL states in normal rats, but GH more than halves it in a hypophysectomised one. Pharmacology moves a parameter physiology holds fixed. Whether the same is possible above a normal baseline, rather than in rescue from deficiency, is untested.",False,False,
p_c0bafe6b06,p00729,L1,terminal_cell_shape_modulation,proliferating and stem cell cycle time under pharmacological rescue,proliferating 11 -> 4.5 -> 3; stem 50 -> 15 -> 8,,,days,"hypophysectomised rat, untreated then IGF-I then GH",rat,,,,hunziker1994,GH shortens the proliferating cell cycle nearly four-fold and the stem cycle six-fold. hunziker1989 found cycle time changes cancelled against growth fraction during PHYSIOLOGICAL acceleration; under hormone rescue they do not cancel. The two regimes use different levers.,False,False,
p_09086a6b6d,p00730,L1,terminal_cell_shape_modulation,terminal cell height and volume under pharmacological rescue,restored to physiological values,,,qualitative,hypophysectomised rat; both mean cell volume and cell height were significantly reduced by hypophysectomy at proliferative and hypertrophic stages and restored by either IGF-I or GH,rat,,,,hunziker1994,"restored, not exceeded - the experiment cannot say whether either agent pushes height ABOVE normal. Cell productivity (increase in volume, height and matrix per unit time) did NOT reach normal with either agent and was inversely proportional to cycle time. Matrix volume per cell was similar in normal, treated and untreated groups, consistent with hunziker1989.",False,False,
p_3af6a9878b,p00731,L1,terminal_cell_shape_modulation,"chondrocyte shape index, proliferative zone",1.57,1.57,1.57,dimensionless,"mouse tibia at E15.5, atomic force microscopy overview images; cells 5-7 um long axis, moderately flattened, oriented along the mediolateral axis before columns have formed",mouse,,,,prein2016,"embryonic and proliferative-zone, so not the terminal hypertrophic cell this node is about; recorded because it is the only directly measured chondrocyte shape index in growth plate cartilage",False,False,
p_ebcddc545d,p00732,L1,terminal_cell_shape_modulation,elastic modulus of pericellular vs interterritorial matrix,1.6 vs 3.6,,,kPa,"mouse growth plate mid-proliferative zone, AFM; territorial matrix-PCM 1.6 +/- 0.01 kPa, interterritorial matrix 3.6 +/- 0.1 kPa, tracking collagen fibril density",mouse,,,,prein2016,"the cell sits in a SOFTER shell inside a STIFFER matrix, a 2.25-fold ratio. This is the mechanical architecture an anisotropic-constraint account of shape modulation requires, measured for the first time - but it is a radial measurement in the proliferative zone, and nobody has measured whether the constraint differs axially versus laterally, which is what would actually channel expansion into height.",False,False,
p_c4a4223ef5,p00733,L1,terminal_cell_shape_modulation,"out-of-plane (axial) Young's modulus, growth plate",0.47,0.47,0.47,MPa,"newborn bovine distal ulnar growth plate, 4 mm disks, unconfined and confined compression stress-relaxation to 10% strain, transversely isotropic biphasic fit; E3, measured IN COMPRESSION along the growth axis. n=20 paired",bovine,,,,cohen1998,"+/- 0.11 SD. Chondroepiphysis is 1.07 +/- 0.27, so growth plate is half as stiff and twice as permeable. Poisson ratio nu31 = 0 for both tissues; nu21 = 0.30 +/- 0.20.",False,False,
p_e07dc31ede,p00734,L1,terminal_cell_shape_modulation,"transverse Young's modulus, growth plate",4.55,4.55,4.55,MPa,"same specimens; E1, measured IN TENSION in the transverse plane",bovine,,,,cohen1998,+/- 1.21 SD; chondroepiphysis 10.63 +/- 2.72.,False,False,
p_337979dc66,p00735,L1,terminal_cell_shape_modulation,"transverse-to-axial modulus ratio, growth plate",9.7,9.7,9.7,ratio,E1/E3 = 4.55/0.47 for bovine growth plate; the same ratio in chondroepiphysis is 9.9,bovine,,,,cohen1998,"DERIVED BY THIS ATLAS from the two reported moduli; the paper does not state a ratio. THE LOADING MODES DIFFER AND THAT MUST NOT BE GLOSSED: E1 is a TENSILE modulus in the transverse plane and E3 a COMPRESSIVE modulus along the axis, so this is not one property measured in two directions. It is nevertheless the comparison the shape hypothesis needs, because those are precisely the modes a swelling cell imposes - expanding radially loads the surrounding matrix in circumferential TENSION, expanding axially loads the matrix above and below in COMPRESSION. A cell therefore meets roughly ten times more resistance going sideways than going up. Whether the ratio CHANGES with growth rate, age or load is unmeasured; cohen1998 and sergerie2009 each characterise a single state.",False,False,
p_c9eb012e46,p00736,L1,terminal_cell_shape_modulation,"permeability, axial vs radial",3.4 vs 5.0,,,1e-15 m^4/N.s,"bovine growth plate; axial k3 from confined compression, radial k1 from the unconfined fit",bovine,,,,cohen1998,"+/- 1.6 and +/- 1.8. Similar magnitude in both directions, so the anisotropy is in the solid matrix stiffness and not in fluid transport.",False,False,
p_2f72272bd7,p00737,L1,terminal_cell_shape_modulation,terminal hypertrophic cell height under hormone rescue,19.5 / 27.3 / 26.5 / 29.8,,,um,hypophysectomised rat proximal tibia after 8 d infusion - NaCl / IGF-I / GH / normal littermate. Proliferative phase 6.8 / 9.8 / 9.9 / 8.9; resting phase 3.9 / 3.9 / 4.7 / 5.9,rat,,,,hunziker1994,NaCl significantly below the other three at proliferative and hypertrophic phases; the other three not significantly different from each other. Resting phase showed no significant difference between any group.,False,False,
p_fc405b3e62,p00738,L1,terminal_cell_shape_modulation,terminal hypertrophic cell volume under hormone rescue,6370 / 9890 / 11140 / 10246,,,um^3,same animals and groups as the height row - NaCl / IGF-I / GH / normal,rat,,,,hunziker1994,NaCl significantly below the other three; the other three not different from each other. Net matrix production per cell did not differ by group OR by phase.,False,False,
p_4decaf9683,p00739,L1,terminal_cell_shape_modulation,implied aspect ratio of the terminal cell under hormone rescue,0.96 / 1.27 / 1.15 / 1.42,,,dimensionless,"NaCl / IGF-I / GH / normal, from the reported heights and volumes assuming a right circular cylinder",rat,,,,hunziker1994,"DERIVED BY THIS ATLAS under a geometric assumption the paper does not make - it reports height and volume and never diameter, so the diameter is back-calculated as 2*sqrt(V/pi*h). Read with that caveat, the pattern is that HORMONES RESTORE SIZE MORE COMPLETELY THAN SHAPE: IGF-I and GH bring volume to or above normal (9,890 and 11,140 against 10,246) while the aspect ratio reaches only 1.27 and 1.15 against a normal 1.42. This is consistent with the authors' own statement that cell productivity did not reach normal with either agent, and it suggests size and shape are separately regulated axes - which is the whole premise of this node. It is a derived quantity resting on one geometric assumption and should not be cited as a measurement.",False,False,
p_c046fb2dfa,p00740,L1,terminal_cell_shape_modulation,axial vs transverse compliance of growth plate matrix,~10-fold more compliant axially,10.0,10.0,ratio,"bovine growth plate and chondroepiphysis, unconfined compression fitted with a transversely isotropic biphasic model; axial = the longitudinal growth direction, transverse = radial. Permeability is of similar range in both directions but more variable axially, and the transverse Poisson's ratio is 2-3x the out-of-plane ratio",bovine,,,,cohen1998,"THE MECHANICAL ARCHITECTURE THE SHAPE HYPOTHESIS REQUIRES, AND IT WAS ALREADY MEASURED. A cell whose surrounding matrix resists lateral expansion roughly ten times more than axial expansion will convert a volume increase into HEIGHT rather than WIDTH with no active machinery at all. This atlas stated in docs/target_screen_round1.md rounds 5 and 6 that nobody had measured axial versus lateral anisotropy; that was wrong. Located via villemure2009 used as an index, which is what reviews are for. What remains genuinely unmeasured is whether the ratio CHANGES with growth rate - a static anisotropy explains how a cell could be shaped, not why the shaping varies.",False,False,
p_1f83177f67,p00741,L1,terminal_cell_shape_modulation,volume versus height as predictors of longitudinal bone growth,volume is the better predictor,,,qualitative,"mouse proximal tibia, distal tibia and distal ulna compared against each other; hundreds of thousands of chondrocytes by PACT-deCAL clearing, light-sheet imaging and 3D segmentation (3D MAPs)",mouse,,,,rubin2021,"REWEIGHTED 2026-08-06 (CORR-010) after reading the paper rather than its abstract. The conclusion sentence is as quoted, but the test behind it is much smaller than ""10^5 chondrocytes"" suggests, and this atlas had been carrying the cell count as if it were the power of the predictor comparison. FOUR THINGS. (1) The correlation is across THREE growth plate TYPES - proximal tibia, distal tibia, distal ulna - so n=3 for the predictor question, whatever the cell count within each. (2) The growth values are not measured in these animals: growth from E16.5 to P40 was taken from previously published data, and correlated against morphology measured at E16.5 - an embryonic snapshot against a lifetime-integrated growth figure. (3) The reported statistics are three pairwise t-tests on the largest 10% of HZ cell volumes: DT vs PT p=0.0279, DT vs DU p=0.0045, PT vs DU p=0.4834 (ns). (4) The sentence that does the comparative work says volume was correlated with all the growth differences ""whereas cell DIAMETER was correlated only with some of these differences"", and the conclusion drawn one sentence later is about cell HEIGHT. AND THE ESTIMATOR ASYMMETRY RUNS THE SAME WAY AS IN hunziker1989: volume here is the direct mesh volume by the divergence theorem, model-free; height is the height of a BOUNDING BOX FITTED TO AN ELLIPSOID FITTED TO EACH CELL. In both of the two studies that compare these variables, volume is the better-estimated one. A ""volume is the better predictor"" result is exactly what an estimator-quality difference would produce. THE BETWEEN-PLATE / WITHIN-PLATE AXIS DISTINCTION REMAINS REAL and is still the cleanest reason the two studies need not conflict.",False,False,
p_17e5924d84,p00742,L1,terminal_cell_shape_modulation,scorecard of volume and axial extent against the three growth differences in rubin2021,cell volume 3 of 3; cell bounding-box height 1 of 3,,,pairwise comparisons correctly called,"mouse proximal tibia (PT), distal tibia (DT), distal ulna (DU) at E16.5 against growth E16.5 to P40; PT and DU more active than DT. VOLUME (Fig. 2C, largest 10% of HZ volumes): DT vs PT p=0.0279, DT vs DU p=0.0045, PT vs DU p=0.4834 ns. BOUNDING-BOX HEIGHT (Supplementary Fig. 4A, hypertrophic zone): PT vs DT not significant in the HZ, DU vs DT p=2.0e-03, DU vs PT p=2.0e-03. Peak HZ values approximately 23 um PT, 22 um DT, 26 um DU",mouse,,,,rubin2021,"SCORED BY THIS ATLAS from the paper's own figure and supplement, 2026-08-06. Height fails twice: it misses the PT>DT growth difference, and it reports a significant DU>PT difference where growth shows none. So rubin2021's published conclusion IS supported by its own data, and this atlas's round-12 objection - that the comparative sentence says 'diameter' where the conclusion says 'height' - is a wording observation only, not a substantive one. n=5 PT, n=5 DT, n=3 DU; the predictor comparison is still across three plate types.",False,False,
